iter	Passed	Remaining
1179	58675	15911
1180	58728	15863
1181	58778	15813
1182	58830	15764
1183	58880	15714
1184	58932	15665
1185	58985	15616
1186	59037	15567
1187	59088	15518
1188	59138	15468
1189	59192	15419
1190	59243	15370
1191	59291	15320
1192	59348	15272
1193	59389	15220
1194	59441	15171
1195	59497	15123
1196	59545	15073
1197	59597	15023
1198	59646	14973
1199	59697	14924
1200	59749	14875
1201	59802	14826
1202	59853	14776
1203	59904	14727
1204	59961	14679
1205	60018	14631
1206	60069	14581
1207	60122	14533
1208	60179	14484
1209	60231	14435
1210	60275	14384
1211	60325	14334
1212	60404	14291
1213	60477	14247
1214	60527	14197
1215	60574	14147
1216	60627	14098
1217	60680	14049
1218	60728	13998
1219	60776	13948
1220	60828	13899
1221	60880	13850
1222	60931	13800
1223	60982	13750
1224	61030	13700
1225	61082	13651
1226	61125	13599
1227	61179	13551
1228	61227	13500
1229	61278	13451
1230	61327	13401
1231	61379	13351
1232	61428	13301
1233	61480	13252
1234	61531	13203
1235	61583	13153
1236	61633	13103
1237	61688	13055
1238	61738	13005
1239	61791	12956
1240	61850	12908
1241	61911	12860
1242	61962	12811
1243	62009	12760
1244	62056	12710
1245	62106	12660
1246	62153	12610
1247	62202	12560
1248	62254	12510
1249	62302	12460
1250	62347	12409
1251	62398	12360
1252	62450	12310
1253	62503	12261
1254	62555	12212
1255	62608	12162
1256	62659	12113
1257	62714	12064
1258	62766	12014
1259	62815	11964
1260	62868	11915
1261	62919	11865
1262	62969	11816
1263	63014	11765
1264	63064	11715
1265	63113	11665
1266	63157	11614
1267	63207	11564
1268	63263	11516
1269	63312	11466
1270	63365	11416
1271	63412	11366
1272	63465	11317
1273	63509	11266
1274	63565	11217
1275	63615	11167
1276	63665	11117
1277	63715	11068
1278	63764	11017
1279	63814	10968
1280	63870	10919
1281	63921	10869
1282	63973	10820
1283	64022	10770
1284	64073	10720
1285	64126	10671
1286	64171	10620
1287	64223	10570
1288	64269	10520
1289	64320	10470
1290	64374	10421
1291	64426	10372
1292	64479	10322
1293	64531	10273
1294	64582	10223
1295	64631	10173
1296	64681	10123
1297	64735	10074
1298	64776	10023
1299	64826	9973
1300	64877	9923
1301	64921	9872
1302	64971	9822
1303	65015	9772
1304	65067	9722
1305	65112	9672
1306	65164	9622
1307	65216	9573
1308	65268	9523
1309	65319	9473
1310	65365	9423
1311	65416	9373
1312	65467	9324
1313	65519	9274
1314	65568	9224
1315	65618	9174
1316	65670	9125
1317	65723	9075
1318	65774	9025
1319	65826	8976
1320	65881	8927
1321	65926	8876
1322	65977	8826
1323	66030	8777
1324	66085	8728
1325	66135	8678
1326	66187	8628
1327	66239	8579
1328	66287	8529
1329	66338	8479
1330	66394	8430
1331	66444	8380
1332	66495	8330
1333	66544	8280
1334	66590	8230
1335	66641	8180
1336	66699	8131
1337	66747	8081
1338	66797	8031
1339	66842	7981
1340	66887	7930
1341	66940	7881
1342	66997	7832
1343	67048	7782
1344	67096	7732
1345	67146	7682
1346	67198	7632
1347	67245	7582
1348	67296	7532
1349	67345	7482
1350	67395	7432
1351	67448	7383
1352	67501	7333
1353	67546	7283
1354	67596	7233
1355	67653	7184
1356	67704	7134
1357	67753	7084
1358	67806	7035
1359	67857	6985
1360	67902	6934
1361	67954	6885
1362	68004	6835
1363	68056	6785
1364	68110	6736
1365	68155	6685
1366	68206	6636
1367	68256	6586
1368	68299	6535
1369	68349	6485
1370	68398	6435
1371	68449	6385
1372	68497	6335
1373	68544	6285
1374	68594	6235
1375	68642	6185
1376	68692	6135
1377	68744	6086
1378	68793	6036
1379	68843	5986
1380	68895	5936
1381	68945	5886
1382	68996	5837
1383	69047	5787
1384	69107	5738
1385	69162	5688
1386	69214	5638
1387	69263	5588
1388	69315	5539
1389	69360	5488
1390	69404	5438
1391	69455	5388
1392	69499	5338
1393	69549	5288
1394	69602	5238
1395	69650	5188
1396	69702	5139
1397	69753	5089
1398	69799	5039
1399	69850	4989
1400	69901	4939
1401	69944	4889
1402	69997	4839
1403	70041	4789
1404	70092	4739
1405	70148	4689
1406	70196	4639
1407	70245	4589
1408	70298	4540
1409	70378	4492
1410	70450	4443
1411	70502	4393
1412	70554	4344
1413	70596	4293
1414	70651	4244
1415	70702	4194
1416	70754	4144
1417	70807	4094
1418	70856	4044
1419	70908	3994
1420	70960	3945
1421	71013	3895
1422	71054	3844
1423	71105	3794
1424	71152	3744
1425	71202	3694
1426	71257	3645
1427	71310	3595
1428	71360	3545
1429	71413	3495
1430	71466	3445
1431	71514	3395
1432	71566	3346
1433	71618	3296
1434	71669	3246
1435	71721	3196
1436	71769	3146
1437	71823	3096
1438	71876	3046
1439	71926	2996
1440	71969	2946
1441	72012	2896
1442	72062	2846
1443	72117	2796
1444	72168	2746
1445	72218	2696
1446	72270	2647
1447	72318	2597
1448	72369	2547
1449	72420	2497
1450	72471	2447
1451	72527	2397
1452	72577	2347
1453	72628	2297
1454	72680	2247
1455	72725	2197
1456	72777	2147
1457	72826	2097
1458	72879	2048
1459	72931	1998
1460	72981	1948
1461	73035	1898
1462	73087	1848
1463	73145	1798
1464	73191	1748
1465	73248	1698
1466	73302	1648
1467	73357	1599
1468	73403	1549
1469	73452	1499
